,dataset,feature,feature_importance
758,InterPro,"Annexin, type V",2.9549908393226556e-08
759,InterPro,"Annexin, type VI",2.8325265232450205e-08
760,InterPro,"Annexin, type VII",2.8325269647657346e-08
761,InterPro,"Annexin, type VIII",0.0
762,InterPro,"Annexin, type X",0.0
763,InterPro,"Annexin, type XI",2.8325265118359188e-08
764,InterPro,"Annexin, type XIII",0.0
765,InterPro,"Annexin, type XXXI",0.0
766,InterPro,Anoctamin,1.1705743261058365e-11
767,InterPro,Anthrax toxin receptor,2.6392477623728575e-06
768,InterPro,"Anthrax toxin receptor, C-terminal",2.6392477623728575e-06
769,InterPro,"Anthrax toxin receptor, extracellular",2.6392477623728575e-06
770,InterPro,"Anti-Mullerian hormone, N-terminal",6.859955006437935e-05
771,InterPro,"Anti-muellerian hormone receptor, type II",1.0270881699100959e-05
772,InterPro,Anti-proliferative protein,4.820436725899723e-08
773,InterPro,Antibiotic biosynthesis monooxygenase-like domain,3.740973570116589e-05
774,InterPro,Anticodon-binding,2.8764716696524032e-05
775,InterPro,Anticodon-binding domain,0.0
776,InterPro,"Antifreeze, type III",-2.085763154196126e-07
777,InterPro,Antifreeze-like/N-acetylneuraminic acid synthase C-terminal,-2.085763154196126e-07
778,InterPro,Antigen peptide transporter 1,-9.898722780976675e-06
779,InterPro,Antigen peptide transporter 2,-9.898722780737079e-06
780,InterPro,Antileukoproteinase,-5.553703361616216e-07
781,InterPro,Antistasin-like domain,1.5271268384755924e-05
782,InterPro,Antithrombin-III,0.0
783,InterPro,Antiviral radical SAM protein viperin,-1.9215521514224124e-07
784,InterPro,ApaG domain,2.475837098530916e-06
785,InterPro,Apc13p,2.868827221142992e-16
786,InterPro,Apc5/TPR19 domain,1.6281579636577016e-05
787,InterPro,Apelin,-6.48546156078091e-16
788,InterPro,"Apelin receptor, C-terminal",1.5074380783719475e-05
789,InterPro,ApoC-II domain,0.0
790,InterPro,Apolipoprotein A-II (ApoA-II),0.0
791,InterPro,Apolipoprotein A/E,-1.3374049639042863e-12
792,InterPro,Apolipoprotein B receptor,-1.2572415740686708e-15
793,InterPro,Apolipoprotein B100 C-terminal,0.0
794,InterPro,Apolipoprotein C-I,-2.0769369487159304e-15
795,InterPro,Apolipoprotein C-II,0.0
796,InterPro,Apolipoprotein C-IV,0.0
797,InterPro,Apolipoprotein CIII,0.0
798,InterPro,Apolipoprotein D,7.056245440576967e-06
799,InterPro,"Apolipoprotein D, vertebrates",7.056245440576967e-06
800,InterPro,Apolipoprotein F,0.0
801,InterPro,Apolipoprotein L,2.808881329951859e-10
802,InterPro,Apolipoprotein M,1.9527560332214375e-06
803,InterPro,Apolipoprotein O,1.0103397090765791e-14
804,InterPro,Apoptosis inhibitory 5,2.0536397441696725e-05
805,InterPro,Apoptosis regulator BAK,0.0
806,InterPro,Apoptosis regulator BAX,-1.0363617393175671e-07
807,InterPro,"Apoptosis regulator, Bcl-2",-1.315770302776419e-07
808,InterPro,"Apoptosis regulator, Bcl-2 protein, BH4",-3.736861607717673e-07
809,InterPro,"Apoptosis regulator, Bcl-2, BH1 motif, conserved site",-7.582661283308085e-07
810,InterPro,"Apoptosis regulator, Bcl-2, BH2 motif, conserved site",-7.582661283308085e-07
811,InterPro,"Apoptosis regulator, Bcl-2, BH3 motif, conserved site",-4.979678531132349e-07
812,InterPro,"Apoptosis regulator, Bcl-2, BH4 motif, conserved site",-3.736861607717673e-07
813,InterPro,"Apoptosis regulator, Bcl-2/ BclX",-2.6315405773458495e-07
814,InterPro,"Apoptosis regulator, Bcl-W",-1.1053210303718266e-07
815,InterPro,"Apoptosis regulator, Bcl-X",-1.315770274569432e-07
816,InterPro,"Apoptosis regulator, Mcl-1",-1.0363617887677728e-07
817,InterPro,"Apoptosis, Bim N-terminal",1.4255187630257253e-13
818,InterPro,"Apoptosis, DNA fragmentation factor 40kDa",4.409985217648055e-12
819,InterPro,"Apoptosis-antagonizing transcription factor, C-terminal",1.9798938363102025e-14
820,InterPro,Apoptosis-stimulating of p53 protein 1,2.1481448522029687e-05
821,InterPro,Apoptotic protease-activating factor 1,8.379856860479916e-05
822,InterPro,Apple domain,2.28602779475632e-05
823,InterPro,Apple-like,3.677724228820851e-05
824,InterPro,Aprataxin,-2.5739604742437234e-06
825,InterPro,Apx/Shrm Domain 1,2.4495404029781906e-05
826,InterPro,Apx/Shrm Domain 2,2.4495404029781906e-05
827,InterPro,Apyrase,-1.8831413936204754e-15
828,InterPro,Aquaporin 1,-1.9237592349069673e-07
829,InterPro,Aquaporin 10,-1.9237592687876574e-07
830,InterPro,Aquaporin 11,-1.3805793678766765e-07
831,InterPro,Aquaporin 11/12,-1.3805793678766765e-07
832,InterPro,Aquaporin 12,0.0
833,InterPro,Aquaporin 3,-1.9237592535565828e-07
834,InterPro,Aquaporin 5,-1.923759265506058e-07
835,InterPro,Aquaporin 6,-1.9237592578934457e-07
836,InterPro,Aquaporin 7,-1.3381758150945787e-07
837,InterPro,Aquaporin 8,-1.9237592490470686e-07
838,InterPro,Aquaporin 9,-1.9237592779476723e-07
839,InterPro,Aquaporin-like,-2.178437021685373e-06
840,InterPro,Arb2 domain,-6.291325841011419e-06
841,InterPro,Archaeal RpoH /eukaryotic RPB5 RNA polymerase subunit,1.486479979951583e-11
842,InterPro,Archaeal RpoK/eukaryotic RPB6 RNA polymerase subunit,-8.359396509293925e-12
843,InterPro,Archease,3.768043164773883e-14
844,InterPro,Archease domain,3.768043164773883e-14
845,InterPro,Arf GTPase activating protein,-0.0001090141259079325
846,InterPro,"Arf GTPase activating protein, ASAP3",-1.949887207700335e-05
847,InterPro,Arfaptin homology (AH) domain,1.0321493684904312e-05
848,InterPro,Arfaptin homology (AH) domain/BAR domain,-5.80901275969039e-06
849,InterPro,Arg/Abl-interacting protein 2,9.401844942952309e-06
850,InterPro,"ArgE/DapE/ACY1/CPG2/YscS, conserved site",-4.598220675511542e-10
851,InterPro,ArgK protein,-6.762166000981836e-06
852,InterPro,Arginase,-1.350757868018427e-09
853,InterPro,Arginine N-methyltransferase 2-like domain,-3.9163756739166905e-05
854,InterPro,Arginine repressor C-terminal-like domain,-3.120522094136536e-07
855,InterPro,Arginine vasopressin-induced protein 1,3.731457501522736e-15
856,InterPro,Arginine-tRNA ligase,-1.3814057353056582e-06
857,InterPro,"Arginine-tRNA-protein transferase 1, eukaryotic",6.255013456777888e-07
858,InterPro,"Arginine-tRNA-protein transferase, C-terminal",6.255013456777888e-07
859,InterPro,"Arginine-tRNA-protein transferase, N-terminal",6.255013456777888e-07
860,InterPro,Arginine/Asparagine/Proline hydroxylase,1.5516185994891e-05
861,InterPro,Arginine/serine-rich protein 1,4.986858208054029e-15
862,InterPro,Argininosuccinate lyase,3.427495088049003e-11
863,InterPro,"Argininosuccinate lyase, C-terminal",3.427495088049003e-11
864,InterPro,Argininosuccinate synthase,0.0
865,InterPro,"Argininosuccinate synthase, conserved site",0.0
866,InterPro,"Argininosuccinate synthase, type 1 subfamily",0.0
867,InterPro,"Argininosuccinate synthetase, catalytic/multimerisation domain body",0.0
868,InterPro,Arginyl tRNA synthetase N-terminal domain,-1.3814057353056582e-06
869,InterPro,Argonaute hook domain,3.181219527733485e-05
870,InterPro,Armadillo,0.0006161441257205444
871,InterPro,Armadillo repeat protein deleted in velo-cardio-facial syndrome,2.0577751761300424e-05
872,InterPro,Armadillo repeat-containing domain,0.00014428239986714823
873,InterPro,Armadillo repeat-containing protein 4,2.0584455479966194e-05
874,InterPro,Armadillo-like helical,0.0038859223923029752
875,InterPro,Armadillo-type fold,0.007229750842953928
876,InterPro,Armet protein,3.082238640576492e-08
877,InterPro,Aromatic amino acid beta-eliminating lyase/threonine aldolase,6.479175493388705e-05
878,InterPro,Aromatic amino acid hydroxylase,8.142262659870975e-08
879,InterPro,"Aromatic amino acid hydroxylase, C-terminal",8.142262659870975e-08
880,InterPro,"Aromatic amino acid hydroxylase, iron/copper binding site",8.142262659870975e-08
881,InterPro,Aromatic amino acid lyase,0.0
882,InterPro,Aromatic-L-amino-acid decarboxylase,0.00020298746816046378
883,InterPro,Aromatic-ring hydroxylase-like,2.0660639526339636e-06
884,InterPro,Arrestin,-6.432624599450894e-06
885,InterPro,Arrestin C-terminal-like domain,-1.994550043918246e-05
886,InterPro,"Arrestin, C-terminal",-9.27940367034182e-06
887,InterPro,"Arrestin, N-terminal",-6.432624599450894e-06
888,InterPro,"Arrestin, conserved site",-6.432624599450894e-06
889,InterPro,"Arrestin-like, N-terminal",-1.994550043918246e-05
890,InterPro,"Arsenical pump ATPase, ArsA/GET3",-3.126382718847283e-06
891,InterPro,"Arsenical pump ATPase, ArsA/GET3, eukaryotic",-3.126382718847283e-06
892,InterPro,Arsenite methyltransferase,0.0
893,InterPro,Arsenite-resistance protein 2,7.041842862656639e-14
894,InterPro,Arv1 protein,-3.705831071914844e-15
895,InterPro,Arylacetamide deacetylase,-6.574896421488672e-06
896,InterPro,Arylamine N-acetyltransferase,1.2221129348098225e-15
897,InterPro,Aryldialkylphosphatase,-4.820489171777063e-14
898,InterPro,"Aryldialkylphosphatase, zinc-binding site",-4.820489171777063e-14
899,InterPro,Arylesterase,-4.431450164137166e-06
900,InterPro,Ashwin,0.0
901,InterPro,Asn/Gln amidotransferase,9.772183204477744e-12
902,InterPro,Asparaginase/glutaminase,0.0
903,InterPro,"Asparaginase/glutaminase, active site 2",0.0
904,InterPro,Asparagine synthase,-3.6920496808455945e-06
905,InterPro,"Asparagine synthase, glutamine-hydrolyzing",-1.863961350756625e-06
906,InterPro,Asparagine-linked glycosylation protein 1-like,-1.0777873240403844e-15
907,InterPro,Asparagine-tRNA ligase,7.906205715161241e-06
908,InterPro,Aspartate carbamoyltransferase,-5.5603256584535485e-06
909,InterPro,"Aspartate carbamoyltransferase regulatory subunit, C-terminal",1.347427049192286e-05
910,InterPro,Aspartate decarboxylase-like domain,-3.420206931795739e-05
911,InterPro,Aspartate dehydrogenase,-1.8419728664657878e-06
912,InterPro,"Aspartate-tRNA ligase, class IIb, bacterial/mitochondrial-type",3.995061818040291e-06
913,InterPro,Aspartate/glutamate/uridylate kinase,-9.318075579041909e-06
914,InterPro,"Aspartate/homoserine dehydrogenase, NAD-binding",-1.8419728664657878e-06
915,InterPro,Aspartate/ornithine carbamoyltransferase,-5.770041982493156e-06
916,InterPro,"Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain",-5.770041982493156e-06
917,InterPro,"Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding",-5.770041982493156e-06
918,InterPro,Aspartate/other aminotransferase,0.00023916406622558905
919,InterPro,Aspartic peptidase,1.452144853018704e-09
920,InterPro,Aspartic peptidase domain,4.854682482538786e-07
921,InterPro,"Aspartic peptidase, DDI1-type",7.4012021946679494e-09
922,InterPro,"Aspartic peptidase, N-terminal",6.380806617406833e-10
923,InterPro,"Aspartic peptidase, active site",3.5497907573034016e-09
924,InterPro,Aspartoacylase,3.078684163664536e-12
925,InterPro,Aspartyl beta-hydroxylase/Triadin domain,1.5400886115337595e-05
926,InterPro,Aspartyl-tRNA synthetases,3.912299609685831e-06
927,InterPro,"Aspartyl/Asparaginyl-tRNA synthetase, class IIb",1.58135671428874e-05
928,InterPro,"Aspartyl/Glutamyl-tRNA(Gln) amidotransferase, subunit B/E, catalytic",9.772183204477744e-12
929,InterPro,Aspartyl/glutamyl-tRNA amidotransferase subunit B-related,9.772183204477744e-12
930,InterPro,"Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit",9.772183204477744e-12
931,InterPro,"Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C subunit",-2.142285087093263e-17
932,InterPro,"Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, subunit B /E",9.772183204477744e-12
933,InterPro,Asporin,1.104438482839972e-05
934,InterPro,Associate of Myc 1,0.0
935,InterPro,Association with the SNF1 complex (ASC) domain,-4.014935907448488e-06
936,InterPro,Asteroid,4.440055632161113e-08
937,InterPro,Astrocytic phosphoprotein PEA-15,5.951755530657663e-05
938,InterPro,Astrotactin,2.810676764310807e-05
939,InterPro,At2g23090 like,3.7335643461290562e-06
940,InterPro,"Ataxin 2, SM domain",2.754409990115961e-07
941,InterPro,"Ataxin, AXH domain",-1.7468455691232112e-07
942,InterPro,Ataxin-1/HBP1 module (AXH),-1.7468455691232112e-07
943,InterPro,Ataxin-10 domain,2.0536397440079458e-05
944,InterPro,"Ataxin-2, C-terminal",-7.896163415322494e-07
945,InterPro,Atg6/Beclin,-7.559376708610651e-14
946,InterPro,Atrial natriuretic peptide-converting enzyme corin,0.0
947,InterPro,Atrophin-1,1.4964159456260357e-07
948,InterPro,Atrophin-like,1.8355976155730717e-05
949,InterPro,Atypical dual specificity phosphatase,-0.00019944856986695665
950,InterPro,"Atypical dual specificity phosphatase, subfamily A",-5.72629181780619e-05
951,InterPro,"Atypical dual specificity phosphatase, subfamily B",-3.7859142859590326e-05
952,InterPro,Augurin,0.0
953,InterPro,Aurora borealis protein,3.6928496125791874e-16
954,InterPro,Aurora kinase A and ninein interacting protein,2.9002150412234603e-15
955,InterPro,Aurora kinase B,8.089036610536736e-06
956,InterPro,Aurora-A binding,-5.253250985767549e-12
957,InterPro,Autism susceptibility gene 2 protein,1.5777271841380444e-13
958,InterPro,"Autoimmune regulator, AIRE",-1.094488356829646e-05
959,InterPro,Autophagy protein Atg8 ubiquitin like,0.00016405267125993173
960,InterPro,Autophagy-related protein 1010,-1.9569250636869483e-15
961,InterPro,Autophagy-related protein 11,2.3090582037617783e-15
962,InterPro,Autophagy-related protein 13,6.771828075387711e-16
963,InterPro,Autophagy-related protein 16,1.0511188155464264e-05
964,InterPro,Autophagy-related protein 2,8.681720551873424e-08
965,InterPro,Autophagy-related protein 2 CAD motif,8.681720551873424e-08
966,InterPro,Autophagy-related protein 3,-1.9108486913928547e-12
967,InterPro,"Autophagy-related protein 3, C-terminal",-1.351259767440584e-12
968,InterPro,"Autophagy-related protein 3, N-terminal",-1.351259767440584e-12
969,InterPro,Autophagy-related protein 5,5.333122587703073e-16
970,InterPro,Autophagy-related protein 9,-7.290465788685057e-14
971,InterPro,"Autophagy-related, C-terminal",7.365091234083201e-07
972,InterPro,Auxin efflux carrier,1.4227060263628666e-05
973,InterPro,Axin beta-catenin binding,7.128716751451697e-05
974,InterPro,"Axin interactor dorsalization-associated protein, C-terminal domain",0.0
975,InterPro,"Axin interactor, dorsalization-associated protein, N-terminal",0.0
976,InterPro,Axin-1,3.571152114019476e-05
977,InterPro,Axonemal dynein light chain,-2.552646686976459e-13
978,InterPro,B Cell Lymphoma 9,6.8932063564627534e-12
979,InterPro,B melanoma antigen,0.0
980,InterPro,B-block binding subunit of TFIIIC,-1.2981415008275166e-15
981,InterPro,"B-box, C-terminal",0.00011139830319143397
982,InterPro,"B-cell lymphoma 9, beta-catenin binding domain",6.8932063564627534e-12
983,InterPro,B-cell receptor-associated protein 29/31,5.734716083981968e-14
984,InterPro,B-domain containing protein Kua,7.023760003156938e-16
985,InterPro,B3/B4 tRNA-binding domain,1.7960351173307807e-05
986,InterPro,B30.2/SPRY domain,0.0007371412680408617
987,InterPro,B9 domain,1.8769284996696768e-12
988,InterPro,BAALC,2.013536062222639e-15
989,InterPro,BAAT/Acyl-CoA thioester hydrolase C-terminal,-1.3270080466482336e-05
990,InterPro,BAG domain,4.536993403073013e-05
991,InterPro,BAR domain,7.83417537253802e-05
992,InterPro,"BAT2, N-terminal",-1.1900601093019692e-14
993,InterPro,BCL7,6.101920782096549e-14
994,InterPro,"BCMA, TALL-1 binding",0.0
995,InterPro,BCNT-C domain,-1.1132272230900355e-13
996,InterPro,BCP1 family,1.1667742929000125e-15
997,InterPro,"BCS1, N-terminal",-8.371032296946833e-06
998,InterPro,BDHCT,2.400343934923966e-06
999,InterPro,BEACH domain,0.00031814296821449576
1000,InterPro,BEN domain,8.010983904347117e-06
1001,InterPro,BH3-interacting domain death agonist,-1.3770720417022498e-08
1002,InterPro,"BIG/ATPase V1 complex, subunit S1",-6.62831114103825e-14
1003,InterPro,"BING4, C-terminal domain",7.66395494187176e-06
1004,InterPro,"BLOC-1 complex, pallidin subunit",2.510826916185198e-14
1005,InterPro,"BLOC-1 complex, subunit 3",4.767926005178521e-16
1006,InterPro,"BLOC-2 complex, Hps5 subunit",3.143525362255356e-06
1007,InterPro,"BLOC-2 complex, Hps6 subunit",-1.183442970790007e-17
1008,InterPro,BMP and activin membrane-bound inhibitor,4.437065337495059e-16
1009,InterPro,BMP-2-inducible protein kinase,1.1862979398835249e-05
1010,InterPro,"BMP-2-inducible protein kinase, C-terminal",1.1862979398835249e-05
1011,InterPro,BMP-binding endothelial regulator protein,5.6535575786138715e-06
1012,InterPro,BNIP3,-5.943465736706325e-14
1013,InterPro,"BOP1, N-terminal domain",0.0
1014,InterPro,"BP28, C-terminal domain",2.0552599430446143e-05
1015,InterPro,BPS (Between PH and SH2) domain,8.5251044594487e-05
1016,InterPro,"BRCA1, serine-rich domain",1.4709385103679697e-05
1017,InterPro,BRCA1-associated 2,2.443228288303766e-05
1018,InterPro,BRCA2 repeat,0.0
1019,InterPro,"BRCA2, oligonucleotide/oligosaccharide-binding 1",0.0
1020,InterPro,"BRCA2, oligonucleotide/oligosaccharide-binding 3",0.0
1021,InterPro,BRCT domain,7.605787436077215e-05
1022,InterPro,BRICHOS domain,-6.10293332332872e-11
1023,InterPro,BRISC and BRCA1-A complex member 1,1.4459794306134796e-06
1024,InterPro,BRK domain,-8.969349510778556e-06
1025,InterPro,BRO1 domain,2.0777895857668126e-05
1026,InterPro,BSD,5.134374651405395e-06
1027,InterPro,BTB-kelch protein,0.00016696331727379286
1028,InterPro,BTB/Kelch-associated,0.0002710745126239267
1029,InterPro,BTB/POZ,0.0008212262521189263
1030,InterPro,BTB/POZ fold,0.0011329182171546676
1031,InterPro,BTB/POZ-like,0.0011460166319336692
1032,InterPro,"BUD31/G10-related, conserved site",8.687632637187773e-15
1033,InterPro,"Bacterial Fmu (Sun)/eukaryotic nucleolar NOL1/Nop2p, conserved site",-9.032123908324767e-05
1034,InterPro,"Bacterial Ig-like, group 2",9.744146469215721e-14
1035,InterPro,Bacterial surface antigen (D15),1.762495043415693e-16
1036,InterPro,Bacterial transferase hexapeptide repeat,6.378581172602601e-05
1037,InterPro,Bactericidal permeability-increasing protein,0.0
1038,InterPro,"Bactericidal permeability-increasing protein, alpha/beta domain",6.446786318384981e-11
1039,InterPro,Baculoviral IAP repeat-containing protein 1,0.0
1040,InterPro,Baculoviral IAP repeat-containing protein 6,-1.6463812576211328e-06
1041,InterPro,Baculoviral inhibition of apoptosis protein repeat,0.0002010868204851474
1042,InterPro,Band 3 cytoplasmic domain,9.135598749521598e-07
1043,InterPro,Band 4.1 domain,0.002590535617424177
1044,InterPro,Band 4.1 protein,0.0003349746776171996
1045,InterPro,"Band 4.1, C-terminal",0.0003349746776171996
1046,InterPro,Band 7 protein,-2.1772970281443913e-07
1047,InterPro,"Band 7/stomatin-like, conserved site",-1.1362245050425448e-08
1048,InterPro,Bardet-Biedl syndrome 1 protein,3.990218377763392e-07
1049,InterPro,Bardet-Biedl syndrome 2 protein,3.1190318138902102e-06
1050,InterPro,Bardet-Biedl syndrome 4 protein,1.528564670477179e-05
1051,InterPro,Bardet-Biedl syndrome 5 protein,1.048174840211084e-15
1052,InterPro,Bardet-Biedl syndrome 7 protein,3.14352536186888e-06
1053,InterPro,"Barrier- to-autointegration factor, BAF",4.868778261120052e-15
1054,InterPro,Barttin domain,-1.3893792417904796e-15
1055,InterPro,Basal body-orientation factor 1,3.119531453307333e-15
1056,InterPro,Basic helix-loop-helix leucine zipper transcrition factor MiT/TFE,4.293969758620389e-05
1057,InterPro,"Basic leucine zipper domain, Maf-type",4.04822399942639e-05
1058,InterPro,Basic leucine zipper transcriptional factor ATF-like,1.7138359256672246e-06
1059,InterPro,Basic leucine zipper transcriptional factor ATF-like 2,1.7138359249803429e-06
1060,InterPro,Basic leucine zipper transcriptional factor ATF-like 3,1.7138359235592336e-06
1061,InterPro,Basic-leucine zipper domain,0.00013263548360849129
1062,InterPro,Basigin,-3.110228644789667e-05
1063,InterPro,Batten's disease protein Cln3,0.0
1064,InterPro,"Batten's disease protein Cln3, subgroup",0.0
1065,InterPro,"Bax inhibitor 1, conserved site",-2.769748841635012e-11
1066,InterPro,Bax inhibitor 1-related,-1.487945244363851e-10
1067,InterPro,Bax inhibitor-1,-2.769606557431304e-11
1068,InterPro,Bcl-2-associated transcription factor 1,-1.5182186898523963e-12
1069,InterPro,Bcl-2-interacting killer,0.0
1070,InterPro,Bcl-2-like protein 11,1.4255187630257253e-13
1071,InterPro,Bcl-2-modifying factor,-4.2310317762655344e-16
1072,InterPro,Bcl-2-related ovarian killer protein,-4.789152297404525e-08
1073,InterPro,Bcl-2-related protein A1,-8.986544967801494e-08
1074,InterPro,"Bcl-x interacting, BH3 domain",1.4255187630257253e-13
1075,InterPro,Bcl2-/adenovirus E1B 19kDa-interacting protein 2,-3.61319609025262e-06
1076,InterPro,Bcl2-like,-8.527565174555842e-07
1077,InterPro,Bcr-Abl oncoprotein oligomerisation,3.514499795665549e-05
1078,InterPro,"Beclin-1, BH3 domain",-7.559376708610651e-14
1079,InterPro,Bestrophin,-2.905608318611703e-11
1080,InterPro,Bestrophin/UPF0187,-2.905608318611703e-11
1081,InterPro,Beta 1 adrenoceptor,1.5329888682366524e-05
1082,InterPro,Beta 2 adrenoceptor,1.5329888682813195e-05
1083,InterPro,Beta 3 adrenoceptor,1.5329888686023765e-05
1084,InterPro,Beta defensin type,-1.5911442229500628e-15
1085,InterPro,Beta defensin/Neutrophil defensin,2.8075176503649587e-12
1086,InterPro,Beta mannosidase,3.0178185540380062e-05
1087,InterPro,Beta tubulin,0.00014785024427408202
1088,InterPro,"Beta tubulin, autoregulation binding site",0.00014785024427408202
1089,InterPro,"Beta-1,4-galactosyltransferase",0.00012317872813425877
1090,InterPro,Beta-2-glycoprotein-1 fifth domain,0.0
1091,InterPro,Beta-2-syntrophin,6.7718726033430544e-06
1092,InterPro,Beta-Casp domain,-4.359477849438976e-09
1093,InterPro,Beta-N-acetylglucosaminidase,2.7619444884441652e-06
1094,InterPro,"Beta-adaptin appendage, C-terminal subdomain",5.990936167500707e-05
1095,InterPro,Beta-adducin,-1.5485862524246295e-13
1096,InterPro,Beta-amyloid precursor protein C-terminal,-1.3852955635284918e-06
1097,InterPro,Beta-casein-like,-1.0491755460566506e-13
1098,InterPro,Beta-catenin,4.1161982016712144e-05
1099,InterPro,Beta-catenin-interacting ICAT,9.854386889039069e-14
1100,InterPro,"Beta-catenin-like protein 1, N-terminal",2.053639744078524e-05
1101,InterPro,Beta-defensin,1.9233492781014416e-11
1102,InterPro,Beta-defensin 126,0.0
1103,InterPro,Beta-defensin 129,5.8236683109524e-12
1104,InterPro,Beta-galactosidase 1-like,0.00012065463641366401
1105,InterPro,Beta-glucosidase GBA2-type,2.259567801902364e-07
1106,InterPro,"Beta-glucosidase, GBA2 type, N-terminal",2.259567801902364e-07
1107,InterPro,Beta-grasp domain,5.93833254883379e-07
1108,InterPro,Beta-hexosaminidase,8.765724769247767e-06
1109,InterPro,"Beta-hexosaminidase, eukaryotic type, N-terminal",8.765724769247767e-06
1110,InterPro,"Beta-ketoacyl synthase, C-terminal",-5.929147316778218e-05
1111,InterPro,"Beta-ketoacyl synthase, N-terminal",-5.929147316778218e-05
1112,InterPro,"Beta-ketoacyl synthase, active site",-5.929147316778218e-05
1113,InterPro,Beta-lactamase-like,-1.7230349416998196e-08
1114,InterPro,Beta-lactamase-related,-1.7813147128996967e-07
1115,InterPro,Beta-lactamase/transpeptidase-like,-3.5578648114669873e-05
1116,InterPro,Beta-lactoglobulin,0.0
1117,InterPro,Beta-microseminoprotein,0.0
1118,InterPro,Beta-propeller repeat TECPR,4.545540267738641e-05
1119,InterPro,Beta-sarcoglycan,5.516802743795962e-12
1120,InterPro,Beta-synuclein,-1.1188167960449993e-12
1121,InterPro,Beta-thymosin,-4.13488434207399e-11
1122,InterPro,Beta-trefoil DNA-binding domain,3.0079767993545835e-05
1123,InterPro,Beta/gamma crystallin,4.423791317623947e-06
1124,InterPro,"Beta2-adaptin/TBP, C-terminal domain",6.257780575904246e-05
1125,InterPro,"Betaine-homocysteine S-methyltransferase, BHMT",-1.0210227743798084e-12
1126,InterPro,Bibrotoxin/Sarafotoxin-D,-2.0276720197267965e-11
1127,InterPro,"Bicarbonate transporter, C-terminal",9.92242736868141e-07
1128,InterPro,"Bicarbonate transporter, eukaryotic",9.92242736868141e-07
1129,InterPro,"Bicaudal-D protein, microtubule-associated",-5.0339788923630335e-14
1130,InterPro,Bicoid-interacting 3,-7.983591046536956e-05
1131,InterPro,Bifunctional phosphatidylinositol trisphosphate phosphatase/dual specificity phosphatase PTEN,2.822213537500303e-05
1132,InterPro,Biglycan,1.1044384821845013e-05
1133,InterPro,Bile acid:sodium symporter,-3.3966266633227537e-10
1134,InterPro,Bile acid:sodium symporter/arsenical resistance protein  Acr3,-4.0093772329264417e-10
1135,InterPro,Bile salt export pump,0.0
1136,InterPro,Biliverdin reductase A,-1.810483141501509e-06
1137,InterPro,"Biliverdin reductase, catalytic",-1.810483141501509e-06
1138,InterPro,Bin3-type S-adenosyl-L-methionine binding domain,-7.983591046536956e-05
1139,InterPro,Biogenesis of lysosome-related organelles complex 1 subunit 5,0.0
1140,InterPro,"Biogenesis of lysosome-related organelles complex-1, subunit 2",-5.211431211401819e-16
1141,InterPro,Biorientation of chromosomes in cell division protein 1-like,-5.1864964918328e-07
1142,InterPro,"Biotin carboxylase, C-terminal",-2.6927213149558182e-05
1143,InterPro,Biotin carboxylation domain,-2.6927213149558182e-05
1144,InterPro,"Biotin protein ligase, C-terminal",-1.874331055674077e-12
1145,InterPro,Biotin--acetyl-CoA-carboxylase ligase,-1.874331055674077e-12
1146,InterPro,Biotin-binding site,-2.0095189723142405e-05
1147,InterPro,Biotin/lipoate A/B protein ligase,-3.040381185357917e-12
1148,InterPro,Biotin/lipoyl attachment,-3.116795233607857e-05
1149,InterPro,"Biotinidase, eukaryotic",-2.658025326897993e-08
1150,InterPro,Bis(5'-adenosyl)-triphosphatase ENPP4,-9.263202525506506e-06
1151,InterPro,Bis(5'-nucleosyl)-tetraphosphatase,-1.3493425504534387e-06
1152,InterPro,Bladder cancer-related BC10,-6.804832719432612e-14
1153,InterPro,Bladder cancer-related BC10-like,-6.804832719432612e-14
1154,InterPro,Blc2 family,-8.770393462773025e-07
1155,InterPro,"Blood coagulation inhibitor, Disintegrin",0.0010469424679424226
1156,InterPro,Blood group Rhesus C/E/D polypeptide,1.424681225472518e-10
1157,InterPro,Bms1/Tsr1-type G domain,-3.122628857059204e-06
1158,InterPro,BolA protein,1.7325420965874037e-17
1159,InterPro,Bombesin receptor,3.0211733702576707e-05
1160,InterPro,Bombesin receptor type 3,0.0
1161,InterPro,Bombesin/neuromedin-B/ranatensin peptide family,-2.4694286173362705e-13
1162,InterPro,Bone marrow stromal antigen 2,2.2591744593843836e-15
1163,InterPro,Bone morphogenetic protein 1,1.4982492620938416e-05
1164,InterPro,Bone morphogenetic protein 1/tolloid-like protein,2.7216140434271367e-05
1165,InterPro,Bone morphogenetic protein 15,0.0
1166,InterPro,Bone morphogenetic protein 3/3B,0.0002159514160979966
1167,InterPro,Bone morphogenetic protein receptor type-2,8.660309825684544e-06
1168,InterPro,Bone sialoprotein II,-3.9822598715321724e-16
1169,InterPro,"Borealin-like, N-terminal",-6.751875974514834e-14
1170,InterPro,Bovine leukaemia virus receptor,2.0490905644208588e-05
1171,InterPro,Bradykinin receptor B1,1.5105867889510427e-05
1172,InterPro,Bradykinin receptor B2,1.510586789334429e-05
